epoch,accuracy,loss,val_accuracy,val_loss
0,0.46720176935195923,1.2181830406188965,0.5561959743499756,1.1000968217849731
1,0.6598394513130188,0.841804563999176,0.5619596838951111,1.101129412651062
2,0.7359535098075867,0.6778717637062073,0.5446686148643494,1.1200785636901855
3,0.7979518175125122,0.5403349995613098,0.5504322648048401,1.21021568775177
4,0.8300580978393555,0.45065873861312866,0.5706051588058472,1.283453106880188
5,0.8676999807357788,0.35986489057540894,0.5677233338356018,1.4020236730575562
6,0.8939939141273499,0.2942284345626831,0.559077799320221,1.457165241241455
7,0.9056186079978943,0.25827306509017944,0.5706051588058472,1.5462721586227417
8,0.9177968502044678,0.22981184720993042,0.579250693321228,1.625113606452942
9,0.9407694339752197,0.17455142736434937,0.530259370803833,1.867379069328308
10,0.9357874393463135,0.18245455622673035,0.579250693321228,1.801896095275879
11,0.952117383480072,0.13529032468795776,0.5561959743499756,1.9611934423446655
12,0.9546083807945251,0.13997428119182587,0.5677233338356018,1.9781461954116821
13,0.9648491740226746,0.10573340207338333,0.5763688683509827,1.9831583499908447
14,0.9637420177459717,0.1104314997792244,0.5706051588058472,2.218698024749756
15,0.9690008163452148,0.09980224817991257,0.579250693321228,2.134552478790283
16,0.9673401713371277,0.09222783148288727,0.5821325778961182,2.1008660793304443
17,0.9620813727378845,0.10522928088903427,0.559077799320221,2.3992669582366943
18,0.9709382653236389,0.09447911381721497,0.5763688683509827,2.2511074542999268
19,0.9709382653236389,0.0856827050447464,0.5677233338356018,2.318751335144043
20,0.9612510204315186,0.10732386261224747,0.5706051588058472,2.4068992137908936
21,0.9684472680091858,0.09309234470129013,0.5648415088653564,2.271324396133423
22,0.9723221659660339,0.07637763768434525,0.5504322648048401,2.455110788345337
23,0.9748131632804871,0.06987021118402481,0.559077799320221,2.3402490615844727
24,0.9731525182723999,0.07331656664609909,0.530259370803833,2.5330731868743896
